,root_pos,root_vel,root_orn,root_ang_vel,com_pos,com_vel,back_bkz_orn,back_bkz_vel,back_bkx_orn,back_bkx_vel,neck_ry_orn,neck_ry_vel,r_leg_hpy_orn,r_leg_hpy_vel,r_leg_kny_angel,r_leg_kny_vel,r_leg_akx_orn,r_leg_akx_vel,r_arm_ely_orn,r_arm_ely_vel,r_arm_elx_angle,r_arm_elx_vel,l_leg_hpy_orn,l_leg_hpy_vel,l_leg_kny_angel,l_leg_kny_vel,l_leg_akx_orn,l_leg_akx_vel,l_arm_ely_orn,l_arm_ely_vel,l_arm_elx_angle,l_arm_elx_vel,l_leg_akx_pos,r_leg_akx_pos
78,"[-0.153735944317674, -0.015531173021620881, -0.03182571705253941]","[-0.31635469333379573, -0.30797655899772536, -0.15163512250903596]","(-0.015600374347451026, -0.06558417204855706, 0.30446666424119023)","[0.7181498801857052, -1.5780453851199308, -0.13883679363630708]",[-0.10023633  0.37650103 -0.08027131],[0.81064132 0.08327337 0.04353445],"(-0.0137534977282925, -0.059286732180828174, 0.18995432742383342)","[0.4279766076733811, 0.006478789037078103, 0.6934284861612322]","(0.052707600422783565, -0.07939497974215393, 0.1809432265682849)","[0.48306906368019376, -0.6365333750280884, 0.6448446389841012]","(0.058439541779281685, -0.056281037995617886, 0.1804511155380768)","[0.33686074473145594, -0.04508839343104441, 0.599325290998908]","(0.08280427465957232, 0.07650519766233604, 0.703232203948348)","[-1.5192992689426794, 0.09149060394057568, 1.2086006547923862]",0.8971786827996475,0.9109092062338624,"(-0.014314893244320292, 0.019354883553196194, -0.8384245528091283)","[-0.6451477150419899, -0.42590155341729324, 1.335971237397481]","(0.0391301553976018, -0.077695287845082, 0.3400919735981612)","[-0.7659472254530271, -0.5560357516232195, 0.5560357516232195]",0.12150552184220659,0.468708291056782,"(-0.17911203627681588, 0.37665185958402714, -0.17411249460588646)","[-0.2648734291465514, -0.8950729500454283, -0.0022599813206742644]",0.29906554944700875,0.0027444557562189553,"(0.008015895337125514, 0.03287619556066502, -0.2344860093759885)","[-0.04519576301302109, 0.032316376079427646, -0.0013238089394870714]","(0.5096303180912901, 0.31362016941741033, -0.17935220616796085)","[-0.5512440724120025, -1.7326424899772612, 1.7326424899772612]",-0.33552255185681773,2.9231227696380202e-05,"[0.08030152039902172, -0.033703546182440064, -0.18782314811750567]","[-0.09181372433796509, -0.21232866447043255, 0.02782626285872017]"
79,"[-0.153735944317674, -0.015531173021620881, -0.03182571705253941]","[-0.31635469333379573, -0.30797655899772536, -0.15163512250903596]","(-0.015600374347451026, -0.06558417204855706, 0.30446666424119023)","[0.7181498801857052, -1.5780453851199308, -0.13883679363630708]",[-0.09685587  0.3768412  -0.08008006],[0.81048267 0.08111033 0.04643686],"(-0.0137534977282925, -0.059286732180828174, 0.18995432742383342)","[0.4279766076733811, 0.006478789037078103, 0.6934284861612322]","(0.052707600422783565, -0.07939497974215393, 0.1809432265682849)","[0.48306906368019376, -0.6365333750280884, 0.6448446389841012]","(0.058439541779281685, -0.056281037995617886, 0.1804511155380768)","[0.33686074473145594, -0.04508839343104441, 0.599325290998908]","(0.08280427465957232, 0.07650519766233604, 0.703232203948348)","[-1.5192992689426794, 0.09149060394057568, 1.2086006547923862]",0.8971786827996475,0.9109092062338624,"(-0.014314893244320292, 0.019354883553196194, -0.8384245528091283)","[-0.6451477150419899, -0.42590155341729324, 1.335971237397481]","(0.0391301553976018, -0.077695287845082, 0.3400919735981612)","[-0.7659472254530271, -0.5560357516232195, 0.5560357516232195]",0.12150552184220659,0.468708291056782,"(-0.17911203627681588, 0.37665185958402714, -0.17411249460588646)","[-0.2648734291465514, -0.8950729500454283, -0.0022599813206742644]",0.29906554944700875,0.0027444557562189553,"(0.008015895337125514, 0.03287619556066502, -0.2344860093759885)","[-0.04519576301302109, 0.032316376079427646, -0.0013238089394870714]","(0.5096303180912901, 0.31362016941741033, -0.17935220616796085)","[-0.5512440724120025, -1.7326424899772612, 1.7326424899772612]",-0.33552255185681773,2.9231227696380202e-05,"[0.08030152039902172, -0.033703546182440064, -0.18782314811750567]","[-0.09181372433796509, -0.21232866447043255, 0.02782626285872017]"
80,"[-0.1550823399846033, -0.015357608275946788, -0.0328149391635397]","[-0.32313496006303966, -0.3055760331491319, -0.1487598231331701]","(-0.018414154211199303, -0.06406743020674867, 0.3096107189894352)","[0.7545227090486282, -1.556758723327254, -0.2954838533392732]",[-0.10080595  0.37647402 -0.0800164 ],[0.80761216 0.08475752 0.05044795],"(-0.01676473246206783, -0.05777080758864194, 0.19333665715883216)","[0.4641486788335352, -0.14986615224905142, 0.6804190518729046]","(0.051068135574349915, -0.08145143391556096, 0.18368257269366617)","[0.4850014230699374, -0.5932914545403216, 0.6440217546921968]","(0.05771496677645454, -0.0549306973610196, 0.18312255459592508)","[0.2804222428904528, 0.22558362057136158, 0.5821154373107534]","(0.09006429382638957, 0.07860328603835426, 0.7167718258853731)","[-1.541543909944234, 0.20163810191201104, 1.0670169060009178]",0.8996879235505664,0.7993256645359008,"(-0.020679691086129288, 0.01775080148629975, -0.8128699990078005)","[-0.6799601146391911, -0.4442577491575013, 1.2186539698155314]","(0.034676077569013246, -0.07973157339458106, 0.3306907534452582)","[-0.7942612957497313, -0.6618464094758503, 0.6618464094758503]",0.12828706666803597,0.5722785465105995,"(-0.17820648482213589, 0.3750719259971403, -0.17984584756755365)","[-0.2581643538650299, -0.8695156204005782, -0.0024206167953324254]",0.2955183169893649,0.00843860114110688,"(0.00849825202524205, 0.032993157318997476, -0.2349993549737635)","[-0.05675841530764336, 0.03423325378050472, -0.0016757275266187821]","(0.5122910008433443, 0.3160795527782552, -0.16987333852845454)","[-0.562462159907683, -1.7739854944528746, 1.7739854944528746]",-0.3418986558154526,6.260776061195461e-06,"[0.0806345452131143, -0.03375866539818645, -0.18782089201259167]","[-0.1002201789648901, -0.2101578330349686, 0.0308551030255972]"
81,"[-0.15643071090375882, -0.015190814052069013, -0.03378697177329923]","[-0.32360902059731056, -0.30145055285135, -0.14713489790203724]","(-0.021255896893599323, -0.06282755615692036, 0.31461962206027116)","[0.767481008423194, -1.5230322730276593, -0.3652063295080888]",[-0.10138751  0.37644213 -0.07973238],[0.80329916 0.08594383 0.05691626],"(-0.019813369026215957, -0.05653863127781079, 0.19669551712282157)","[0.47613710608877086, -0.22067280754227547, 0.6735349098799028]","(0.049406239150200204, -0.08336133367951529, 0.18643285006331792)","[0.48923248898682353, -0.5588412026856515, 0.6446130590700272]","(0.057050321029783954, -0.05318098905482436, 0.18580280610953528)","[0.2670434469158515, 0.3212076321661248, 0.5793241515936476]","(0.09735256393686144, 0.08093547453831178, 0.7299524476687711)","[-1.5431064160027281, 0.25957920445899374, 0.9729476535766228]",0.9020489002705342,0.763742297107661,"(-0.026607586349170827, 0.016291247939010784, -0.7876264868877756)","[-0.78350698112765, -0.46326066886680606, 1.1359309172655103]","(0.030212258146015834, -0.08163362822698374, 0.3211233024578611)","[-0.81330840391161, -0.7009889992875225, 0.7009889992875225]",0.13519593771058203,0.6028368385225794,"(-0.17735654914857127, 0.37353296228727706, -0.18560355117500607)","[-0.2518547442933396, -0.8563176619518621, -0.002366061330928808]",0.29196635475406174,0.007303454502888537,"(0.008964162659412092, 0.03310160510721977, -0.23551652190088843)","[-0.05326790848085604, 0.03496204117853348, -0.0017398097685607488]","(0.5149375218002424, 0.3184876464542886, -0.1604389511775521)","[-0.555657365634503, -1.766215215321459, 1.766215215321459]",-0.3482747844366723,3.4175569918470927e-07,"[0.08097271485929836, -0.03383459035678214, -0.18783585890771864]","[-0.10852601320377941, -0.2080590274002979, 0.03398497628498591]"
82,"[-0.15773640945034262, -0.014969317869151788, -0.0347120767247972]","[-0.3006013719529337, -0.25625158672744375, -0.1298134724756895]","(-0.023864547104413526, -0.06164047669019702, 0.31942434290151345)","[0.6479114265166627, -1.5534563859498618, -0.3510132243980557]",[-0.10196661  0.37650687 -0.07942168],[0.79836664 0.08669937 0.0630273 ],"(-0.02264348937768605, -0.05534283553102333, 0.19997122800085848)","[0.4727014901910664, -0.24618567598667726, 0.6693166282329149]","(0.04774245418814299, -0.08497628786560277, 0.1891197056190368)","[0.49506327051614174, -0.528742941499547, 0.645663614951928]","(0.05640157593075585, -0.05114419311337763, 0.18842357662604836)","[0.2708302007642278, 0.35012722458760637, 0.5817468373386293]","(0.10453919523792235, 0.08321706205293829, 0.7423308959417136)","[-1.535364306434278, 0.2940397447746247, 0.9056450385391034]",0.9024009821341166,0.7603647598479288,"(-0.03247297644260375, 0.01424707054553739, -0.7600535396606354)","[-0.8862852623119453, -0.4892447472963428, 1.0766719116656835]","(0.025477290406022594, -0.08381391404524735, 0.31146302859830216)","[-0.8250581249876756, -0.7105822119093519, 0.7105822119093519]",0.14180613865490732,0.5988373873244417,"(-0.176625429411312, 0.37233637975338507, -0.1913553286658369)","[-0.24491436393145577, -0.8519657780204178, -0.0022341023480479455]",0.2884254009937255,0.005415246997294412,"(0.00942891489298073, 0.033369689431286424, -0.2360721949912709)","[-0.04776567262951038, 0.035221308637082456, -0.0016988870203009279]","(0.5176956621434912, 0.3209047346836921, -0.15103486186791956)","[-0.5425031606229141, -1.7451721313096131, 1.7451721313096131]",-0.35463144844760225,3.668082132479711e-08,"[0.08129768545661098, -0.03388469924100988, -0.18783942097297693]","[-0.1169814678702864, -0.20532259621772248, 0.037166450560607106]"
83,"[-0.1589684769394195, -0.014647740370970608, -0.035568818984703064]","[-0.29569619737845576, -0.25004991964849477, -0.12851065284561566]","(-0.02605791780480552, -0.06038053415436157, 0.32398595090488946)","[0.6374871465358221, -1.5245127850169504, -0.3504244330198137]",[-0.10253273  0.37674379 -0.07908665],[0.79313486 0.0870748  0.06892404],"(-0.025076268003460273, -0.054038188635846286, 0.20311573340088632)","[0.4612953553981945, -0.24687584003155477, 0.6664886034127098]","(0.04609553469263581, -0.08618046920376768, 0.1916861252638806)","[0.5016577757199066, -0.5009582234570513, 0.6468248726824835]","(0.05576308944909225, -0.048798791382972016, 0.19093062247368112)","[0.28118562503537803, 0.35417402315088475, 0.5859286025877241]","(0.11152787069087484, 0.08526653324191419, 0.7535602668761561)","[-1.5235511056736035, 0.3184495104749844, 0.8551751623675133]",0.8992871233932558,0.7687245442191126,"(-0.038613674451216044, 0.011109148221523528, -0.728145537184866)","[-0.9808692630970891, -0.5209279093291187, 1.033576798752755]","(0.020282497277542867, -0.08654905091519832, 0.30175018613623317)","[-0.8309415142601932, -0.7078055831720454, 0.7078055831720454]",0.14783616981300607,0.5783727245535557,"(-0.17606578551775262, 0.3717150859903227, -0.1970805839708009)","[-0.23750749664844414, -0.8532513781115232, -0.0020774582610958285]",0.2849110100978907,0.0038400767553112697,"(0.009913199308039277, 0.03392733350509698, -0.23669303317476262)","[-0.04271715461385208, 0.03532338824144583, -0.0016080390432236845]","(0.5206576640961662, 0.32339609754510856, -0.14164414232096956)","[-0.5264368517476917, -1.7191870522181805, 1.7191870522181805]",-0.36095394507688716,1.5049994408489198e-06,"[0.08159537908125125, -0.03387385383635182, -0.18781210934234122]","[-0.12580375227846885, -0.20143636448306995, 0.04035965299357522]"
84,"[-0.16017538521277397, -0.01433212859921107, -0.03639806945945432]","[-0.2896579856050685, -0.2434518912113908, -0.12707887850442354]","(-0.02817055654178235, -0.05905396665620777, 0.3284434831460149)","[0.6233943343940169, -1.499684365660375, -0.336025767838841]",[-0.10312234  0.37697079 -0.07872746],[0.78777401 0.08713856 0.07470561],"(-0.0274354372341779, -0.05267056688492308, 0.2062516535991277)","[0.44632419376593707, -0.2336176807672316, 0.6644616095329318]","(0.04441826730991618, -0.08727163363627029, 0.19426319983475276)","[0.5084706532829504, -0.47444474360270683, 0.6479475846271298]","(0.05507909037819111, -0.04647407628692351, 0.19345410544718838)","[0.29383739175278684, 0.34940059244049254, 0.5905687476754005]","(0.11848264201443585, 0.08738156292063566, 0.7646444989418292)","[-1.5099221282948976, 0.3386435230384197, 0.815509931965674]",0.8962224015761603,0.7805174059227589,"(-0.044402205954955885, 0.008095352023214967, -0.6963137468383714)","[-1.066823978069234, -0.5561685300054583, 1.001434065651504]","(0.015152054001989533, -0.08935885201125567, 0.2919992619392126)","[-0.8321132105733156, -0.7003848421450365, 0.7003848421450365]",0.15374924167380288,0.5503024932011092,"(-0.1755692132963117, 0.3710626499932062, -0.20281700791332388)","[-0.22986379429374298, -0.858072991521318, -0.00196597973647125]",0.2813916597709111,0.00264981328055211,"(0.010378149828883994, 0.03447693119924689, -0.23731801967913213)","[-0.03849099047542964, 0.035357833832222976, -0.0015331166056661593]","(0.5236433531800725, 0.32575349203549436, -0.13233146889482506)","[-0.5087551362019485, -1.6906446382171947, 1.6906446382171947]",-0.36727643403512494,3.3460507787297367e-06,"[0.0818972466342387, -0.03388202155556372, -0.18780404104393467]","[-0.13457400472052528, -0.1976504311152315, 0.043623842547802744]"
85,"[-0.16135426869622038, -0.014023209909936662, -0.03719898081800936]","[-0.28293203602716877, -0.2366505033242985, -0.12547253870797467]","(-0.030198060378398162, -0.057628463419842395, 0.3328106998586368)","[0.6080153641883929, -1.4784496472219202, -0.3137738397948803]",[-0.10373589  0.37718653 -0.07834458],[0.78237818 0.0869492  0.08043332],"(-0.029715876558043638, -0.051206912354574065, 0.209379584598214)","[0.43016175122619915, -0.21236205762686206, 0.6629185802224334]","(0.04271148321169771, -0.0882526628868886, 0.1968500596988139)","[0.5151845499067143, -0.44864480893588465, 0.6489575665597861]","(0.054347389420007025, -0.044180882825760506, 0.19599327386604942)","[0.30704931798937335, 0.34199613470349205, 0.5951691706308341]","(0.12540144870106051, 0.0895532246040154, 0.7756127242241546)","[-1.4953531852203046, 0.35708040683868636, 0.7828756226104667]",0.8932084857954681,0.7927108546595591,"(-0.04986376070335626, 0.005194882127435516, -0.6645277386087631)","[-1.1446988073119975, -0.5931666055272474, 0.9766584371798791]","(0.01010172947132642, -0.0922477418572791, 0.28222408162362933)","[-0.8294008263437117, -0.6918078301131451, 0.6918078301131451]",0.15953202877288475,0.5190341503895142,"(-0.1751354588628926, 0.3703697051107001, -0.20856293298867462)","[-0.22212763652287143, -0.8651239363699567, -0.001955551220063246]",0.27786844887676343,0.0017232771602463254,"(0.010826729902324122, 0.0350182675974203, -0.23794749611920035)","[-0.03500901845194381, 0.03535137896714118, -0.0015258545364364381]","(0.5266542496352042, 0.32797282100907527, -0.12310309757416965)","[-0.4900340604953183, -1.6603992842208979, 1.6603992842208979]",-0.37359891619748753,4.977060817035195e-06,"[0.08220309100607526, -0.03390925315936165, -0.18781512712010123]","[-0.1432928043240932, -0.19396538070268768, 0.046952079629375976]"
86,"[-0.16250331992534994, -0.013721790908112097, -0.03797105642365261]","[-0.27577229499108225, -0.22972992262546654, -0.12367261372002225]","(-0.032140470931108604, -0.0560857139773563, 0.33709914794923473)","[0.5924836468318515, -1.4602300948109743, -0.28703742660356485]",[-0.10437345  0.37738991 -0.07793822],[0.77700255 0.08654637 0.08614143],"(-0.03191705427158715, -0.04962823261266607, 0.21249962434365355)","[0.41392896398259427, -0.18648681033256703, 0.6616488135961899]","(0.040976634770009235, -0.0891250501164198, 0.19944583868931912)","[0.5216368753528221, -0.42323600078055823, 0.6498091787745206]","(0.05356859819657562, -0.04192012439949844, 0.1985471936189829)","[0.32012987058799525, 0.3343400393785381, 0.5995326115128006]","(0.1322826546016149, 0.09177745746453693, 0.7864851087717606)","[-1.4800957152277623, 0.37477866982426034, 0.754886844217258]",0.8902431876689126,0.8043790916523302,"(-0.05502140116912314, 0.002402685360416131, -0.632766876017479)","[-1.2151350736750213, -0.6306011920183011, 0.9568290969482859]","(0.0051450625088899984, -0.09521334071731857, 0.27243458162122625)","[-0.823382728601204, -0.6836242996567027, 0.6836242996567027]",0.16518051904951614,0.4868029130013979,"(-0.17476438507608097, 0.36962978754538756, -0.21431706767463485)","[-0.21432711462075882, -0.8736574900656137, -0.0019769318518621307]",0.2743424070015319,0.0010438417000818156,"(0.011261127485167971, 0.03555125088951584, -0.23858138193767506)","[-0.032070528399884446, 0.03534364372802187, -0.001513386587559275]","(0.5296912551306416, 0.33005071260838853, -0.11396441795017773)","[-0.4705679049556635, -1.6288551680603685, 1.6288551680603685]",-0.37992139362311367,6.1138775580005245e-06,"[0.08251270482617024, -0.03395570033161743, -0.18784537492364944]","[-0.1519598446678826, -0.19038242583046408, 0.050338194196788005]"
87,"[-0.1636213526423559, -0.013428688447144621, -0.0387139506656674]","[-0.2683278520814193, -0.22272639535463967, -0.12167664391432041]","(-0.033999877854876896, -0.054415409543357156, 0.3413183489930257)","[0.5773493052130848, -1.4444881583570766, -0.2577423235734332]",[-0.10503483  0.37758001 -0.07750845],[0.7716791  0.08595915 0.0918509 ],"(-0.034040582445775965, -0.04792367321429459, 0.2156113893644648)","[0.3981626060222343, -0.15793291243474583, 0.6605158328330966]","(0.03921555811893726, -0.08988959842430012, 0.2020493015315978)","[0.5277400778645515, -0.39803478654698926, 0.6504717190675795]","(0.052744535007533844, -0.039688760306564506, 0.20111463840369778)","[0.33279194942201734, 0.32736330901729616, 0.6035749643899393]","(0.13912420611168222, 0.09405228578762401, 0.797275682014809)","[-1.4641691859553596, 0.3921530253537373, 0.7300759880877122]",0.8873237151275887,0.8153772321079392,"(-0.059896448378784724, -0.00028241703072264126, -0.6010171576842028)","[-1.2786294204889412, -0.6675517697307167, 0.9403831082045578]","(0.0002940386091868264, -0.09825031112768126, 0.26263828901495045)","[-0.8144554467423378, -0.6765012059172286, 0.6765012059172286]",0.1706953763311323,0.45473099419774876,"(-0.17445573655204047, 0.36883866695553497, -0.2200783351946584)","[-0.20647514294397024, -0.883192941811548, -0.0020390640598967405]",0.27081434283982236,0.0005584929453874843,"(0.01168323780908634, 0.0360759123570708, -0.23921975102472748)","[-0.029606571451964738, 0.03534470378379911, -0.0015018543160245364]","(0.532754528561738, 0.3319854511902508, -0.10491977170502141)","[-0.4505119158997076, -1.5962666135211545, 1.5962666135211545]",-0.38624386866984295,6.684812808022134e-06,"[0.08282593914802838, -0.034021711105823776, -0.18789475113620052]","[-0.16057398915439136, -0.1869033480108936, 0.053776489549601125]"
