,root_pos,root_vel,root_orn,root_ang_vel,com_pos,com_vel,back_bkz_orn,back_bkz_vel,back_bkx_orn,back_bkx_vel,neck_ry_orn,neck_ry_vel,r_leg_hpy_orn,r_leg_hpy_vel,r_leg_kny_angel,r_leg_kny_vel,r_leg_akx_orn,r_leg_akx_vel,r_arm_ely_orn,r_arm_ely_vel,r_arm_elx_angle,r_arm_elx_vel,l_leg_hpy_orn,l_leg_hpy_vel,l_leg_kny_angel,l_leg_kny_vel,l_leg_akx_orn,l_leg_akx_vel,l_arm_ely_orn,l_arm_ely_vel,l_arm_elx_angle,l_arm_elx_vel,l_leg_akx_pos,r_leg_akx_pos
270,"[-0.3855658056997675, 0.006362663418854719, 0.20151217458125903]","[-0.279558759282192, 0.372236112687733, 0.0429581266088081]","(-0.0771441409461942, -0.17841478983862027, 0.3931077259371458)","[0.25308690703934134, 1.2647625896542427, 0.5133941503283395]",[-0.30299946  0.39383167  0.16114212],[ 0.75414    -0.17190799  0.20403862],"(-0.07411928328738006, -0.1841985589772426, 0.2797477636323604)","[0.22847300894223022, 0.3801208630675566, 0.4500623326380903]","(0.13748196455645878, -0.2598124663494641, 0.24876185465183143)","[-0.9808596503566104, -1.0184625426939142, 0.27596230209328865]","(0.09546714727849459, -0.3814888838847861, 0.26231702508025634)","[-1.4568056851509572, 0.4889263616920878, -0.06408749709062683]","(0.021553542012265867, -0.13202973374498758, 0.28737675586027595)","[-0.2185696628150873, 1.0651200627370492, -0.829992358823925]",0.08077772653865528,-3.6937501720931167,"(-0.02107068582550491, -0.026949742569827708, 0.28231101133287356)","[0.10108560012779651, -0.2267367457787807, -0.8389161737302875]","(0.06608074789392486, 0.2275518514766149, 0.6997316705468833)","[-0.1668510156110229, 0.17799803152446997, -0.17799803152446997]",-0.3071329395561211,1.3180643161752177,"(0.10939369506919362, 0.22530461750485928, 0.47068655218863487)","[0.4076099613097599, -0.6143008796063218, -0.0011838669011506597]",1.1745895238735957,0.08000887619114698,"(0.13362550540289636, 0.07126257829177063, -0.6798511650830387)","[-0.4504597379542262, -0.8638128964986808, 0.008202173551258723]","(0.5725058742475231, 0.5810499878125697, -0.1254674041986767)","[-0.9970359649385108, -0.19275167434806156, 0.19275167434806156]",-0.06725546926983506,-2.0824524366200956,"[-0.13733908188381672, -0.14774828968345377, 0.25538879561935535]","[-0.4133625891299544, -0.0341923372321299, 0.26703253394209014]"
271,"[-0.38663355595413695, 0.0064027459690807476, 0.2030488091800552]","[-0.2562600610486995, 0.3485714948787263, 0.043722321631086955]","(-0.07830902079725474, -0.1782250915140079, 0.38900667301382)","[0.25730549259876034, 1.2597442135526629, 0.6822049660956072]",[-0.30369552  0.39332819  0.16201784],[ 0.74698848 -0.17184101  0.20632536],"(-0.07521093091734934, -0.1837192963905622, 0.2810410305334016)","[0.23539787196029274, 0.5472598446020195, 0.45731708533034743]","(0.1406782516638338, -0.26539383525937, 0.2488774310377445)","[-0.916989521776768, -1.0116060700724225, 0.2816336937261783]","(0.10055242768251353, -0.38129621295955307, 0.26193003224826866)","[-1.3450172542807537, 0.34136257109665274, -0.03095378467708565]","(0.02314991584048345, -0.12902371491134007, 0.27791690954000664)","[-0.37601088910044217, 0.9991974828519818, -1.1991246364544]",0.06467208368738436,-3.5976835774767473,"(-0.021105732823239166, -0.028723735443284666, 0.2760715023169553)","[-0.018030714153196556, -0.34560828339226357, -1.2081451960141678]","(0.0657313175568811, 0.23126053088293202, 0.7097709924693744)","[-0.2527829205607402, 0.02729309070310247, -0.02729309070310247]",-0.304059854532056,1.6985988481133258,"(0.10744971242021353, 0.2226926338354865, 0.47366222445485545)","[0.3786506222470524, -0.6650523657080072, 0.0020740000722926505]",1.1560189791980566,0.0575298562937407,"(0.13814855249048996, 0.07141914994564474, -0.6556061385770212)","[-0.41808663074415314, -0.7494544958680582, 0.006408135919034184]","(0.5702071139696135, 0.5860895104312471, -0.1265186614008945)","[-1.0702831184160693, -0.22055795644827608, 0.22055795644827608]",-0.072616900411964,-2.0395935881155047,"[-0.15118224459249996, -0.14303360475822133, 0.2563454493269943]","[-0.4130614613625665, -0.03414328757571625, 0.26826470659155166]"
272,"[-0.38763265095453625, 0.00643448674303948, 0.20449680323273378]","[-0.23978280009585473, 0.3272977638105072, 0.0457243479352721]","(-0.07947145222001414, -0.17764812258132337, 0.384958287775389)","[0.2560251571800972, 1.2390645781059069, 0.7748267277625998]",[-0.30442753  0.39281059  0.16290243],[ 0.74222173 -0.17216154  0.207615  ],"(-0.07632106073845356, -0.18285599554583776, 0.28234555065883027)","[0.23926007848658726, 0.6385215226767983, 0.4674857865260311]","(0.14360287413835285, -0.27091343198846674, 0.24903326418602573)","[-0.8547573310616348, -0.9948738967254542, 0.29124861479008246]","(0.10522625940651745, -0.38144569898618624, 0.2616241653150446)","[-1.253046971657139, 0.2615262796191503, -0.00552702111900133]","(0.025529896033091443, -0.12620446779569147, 0.26773382903135523)","[-0.5410984200564053, 0.9498243483654714, -1.3710530888087773]",0.04913554441321785,-3.461098718971689,"(-0.0213707981671677, -0.030506649872029525, 0.26911278250695714)","[0.04569234727205236, -0.34408623227239976, -1.3794301644210718]","(0.06511707685963, 0.2353719693602714, 0.7193107142699501)","[-0.3021918324415527, -0.05918160902198737, 0.05918160902198737]",-0.3003673268689594,1.8472650814808773,"(0.10560961198396604, 0.21993556279172047, 0.4766376911281577)","[0.35266899335786445, -0.7000348989197389, 0.004722422277768215]",1.1374019268498592,0.04636801485569127,"(0.14252197888308354, 0.07180632460512179, -0.6313344790502233)","[-0.38615765559825244, -0.6844530733049699, 0.005656200345073477]","(0.5677030838170318, 0.5913065109852658, -0.12741144401753995)","[-1.145101897847721, -0.2698395400351993, 0.2698395400351993]",-0.07777405625059394,-1.9905675152757458,"[-0.16514379905238896, -0.13851563148346452, 0.257286466297044]","[-0.41260596469566413, -0.03408684843285249, 0.2701267060768812]"
273,"[-0.3885817652845789, 0.006459068776029642, 0.20586711891660808]","[-0.22778743921019629, 0.30865495529747466, 0.047442445767682424]","(-0.08061059530904273, -0.17685336569159132, 0.38100724701719857)","[0.24757447553312528, 1.2109626214014675, 0.8260008413288641]",[-0.30518533  0.39227716  0.16379209],[ 0.73874736 -0.17182705  0.20839064],"(-0.07742760603707274, -0.18177986623774686, 0.28367542001250734)","[0.23720578991362423, 0.6885687885163109, 0.47803514526633695]","(0.1462617647466272, -0.27635837924564477, 0.24923963405740907)","[-0.7948896113338498, -0.9747521954166349, 0.3024466823071227]","(0.10953964952428542, -0.3817973790934216, 0.26139234397265443)","[-1.172906185088729, 0.21512529807306952, 0.01555361185261539]","(0.028615320708586897, -0.12352923018765248, 0.25731789498982804)","[-0.7024945225532218, 0.9117295386061408, -1.4270753849868736]",0.03422760735830552,-3.3102341863506863,"(-0.022324556458470653, -0.03225645365046318, 0.2619235693778636)","[0.21695389854528804, -0.33485871021581287, -1.4332895559649963]","(0.06430123110152054, 0.23973761381860328, 0.7283684897573444)","[-0.3363617441754605, -0.11039112039701451, 0.11039112039701451]",-0.29653772004294476,1.880164080581197,"(0.10385773263833822, 0.21707518253515606, 0.4796156829685633)","[0.33050734004702675, -0.7249976175809251, 0.006915634269573798]",1.118755069320099,0.03921477128070168,"(0.14677118760484625, 0.07234259540032105, -0.6070424121017401)","[-0.36074086492759244, -0.6392419435052031, 0.005400476453292863]","(0.5650052804543709, 0.5967285884108985, -0.12815868254931762)","[-1.2161267151585122, -0.32313023979844324, 0.32313023979844324]",-0.08271260651319148,-1.938102177027968,"[-0.17921883556852203, -0.13420434748860427, 0.25821197406793733]","[-0.41196671848950794, -0.0340304450979326, 0.2725775746455722]"
274,"[-0.389462840095933, 0.006460769295602686, 0.20718258842031306]","[-0.211457954724955, 0.29549187205684396, 0.0529340089878328]","(-0.08148405526754511, -0.17585851498436722, 0.37667543748718)","[0.20100573694359675, 1.2958126739043323, 0.8819087659346568]",[-0.30596324  0.3917305   0.16468484],[ 0.73682931 -0.17420273  0.2082311 ],"(-0.07830167761489856, -0.18048557803362814, 0.2849916270818114)","[0.18216936164196917, 0.7407056439161219, 0.4795257651532302]","(0.1486402125051245, -0.28169549208690225, 0.24949809592806413)","[-0.7315959342301771, -0.9465977269843802, 0.3126666677854908]","(0.1134688010991043, -0.382344830374325, 0.26123904529022446)","[-1.0873776462751246, 0.1707385321933736, 0.038123139153846575]","(0.03205106691878289, -0.12122608255771844, 0.24885812955381043)","[-0.842178897844996, 0.8313319308584509, -0.9604239783188281]",0.020374435909375627,-3.057090440914899,"(-0.024073581232360836, -0.03438480745735911, 0.2567032110118104)","[0.3985719367424443, -0.43634494960317194, -0.9617894143622683]","(0.06329590402019356, 0.24425569636905153, 0.7369955419017864)","[-0.3692182328614574, -0.13832383771228327, 0.13832383771228327]",-0.29278190464751686,1.8624541372403824,"(0.10187169716922706, 0.21385095741349394, 0.48257532273408155)","[0.3848412629990875, -0.8126535392617368, 0.010023612504140952]",1.100114043719953,0.040614434388108904,"(0.15417438438212863, 0.07598823086118338, -0.5822893645076529)","[-1.114250759213325, 0.12401407466026107, 0.0036250873035917424]","(0.562125260246314, 0.6023277573786042, -0.12876274331992993)","[-1.2845326613159478, -0.3703040324763087, 0.3703040324763087]",-0.08742252753938787,-1.8832311602916938,"[-0.19341656105506666, -0.13007621648239004, 0.2590805056800685]","[-0.41109772240822284, -0.03400255437622389, 0.2755675947161666]"
275,"[-0.3903231695347833, 0.0064465125141316415, 0.2084422923748975]","[-0.206479065324087, 0.2821081402679111, 0.05676376123837716]","(-0.08230891944557438, -0.17490293964613413, 0.3726002066203474)","[0.1796366441979263, 1.2353108260281793, 0.8682565562775195]",[-0.30675449  0.39115909  0.1655764 ],[ 0.73514217 -0.17514499  0.20862062],"(-0.07914238949686533, -0.17924354309768026, 0.2863405725087746)","[0.17256485215051293, 0.7273081749903647, 0.48677944080668034]","(0.15077335782376455, -0.2869384464366239, 0.249810589908487)","[-0.6774238409816695, -0.9217813206191021, 0.32332946197356827]","(0.11708315206083751, -0.38300659092875095, 0.26115440648287813)","[-1.0180875839984473, 0.14549675821049554, 0.05645034696720358]","(0.035968186005010824, -0.1189573098478512, 0.24055702275189766)","[-0.9599354569014573, 0.8216530461472025, -0.9245245025983827]",0.007373534337699328,-2.8525456703740386,"(-0.019846866945447877, -0.038127839425511255, 0.25168185071237026)","[-1.0330727122520904, -0.8237279639594124, -0.9226848620364233]","(0.06213009708940455, 0.24891542209404072, 0.7451729739137988)","[-0.3928751972049215, -0.1634513030409764, 0.1634513030409764]",-0.2892433751665491,1.8103055177699512,"(0.09993872805536504, 0.21057946358707705, 0.4855297038289529)","[0.3705811196181511, -0.824434487104423, 0.008539502156183335]",1.0814864684511865,0.0438425139191241,"(0.16153992189995475, 0.07958870346666548, -0.5575158077443064)","[-1.1096887360192704, 0.12272289892203156, 0.004082984968131114]","(0.5590930505330753, 0.6081201946582311, -0.12925457942260427)","[-1.3421603290703983, -0.41702515644620686, 0.41702515644620686]",-0.09190842306485963,-1.8294650401177777,"[-0.2077153027109171, -0.1261813818954471, 0.2599341286829244]","[-0.4100278433593463, -0.03400815571206699, 0.279435678831411]"
276,"[-0.391160871199951, 0.006419792225820897, 0.20962628784455134]","[-0.20104839964028198, 0.26393810388457145, 0.05975500287993891]","(-0.08318567241695005, -0.17395986493937146, 0.3686500372187687)","[0.18791386010968197, 1.2052750980058624, 0.8634711202232916]",[-0.30755789  0.39056887  0.16646974],[ 0.7336354  -0.17519142  0.20867839],"(-0.08005408025244037, -0.17801954866541342, 0.287734901019556)","[0.1875182425541272, 0.7217563697708839, 0.4976958795867353]","(0.15266880836343308, -0.2921011211364844, 0.25017700780861696)","[-0.6251134805724682, -0.9004108429382085, 0.3340177972620337]","(0.12040445190171198, -0.3837578701699366, 0.2611339285379003)","[-0.9535849609514978, 0.12605692930496298, 0.07313755622069623]","(0.04079965567462334, -0.11681728581678537, 0.23221900986868735)","[-1.1759119972066419, 0.7874169996506608, -0.9347561398615375]",-0.005012328182315395,-2.7049362979752627,"(-0.02224451946304944, -0.039251046840991496, 0.2465994991497899)","[0.5628191328752465, -0.1992365265473843, -0.9209185790097392]","(0.06079643535124119, 0.2536763776596999, 0.7529172182858351)","[-0.4181188469497083, -0.17924579348053807, 0.17924579348053807]",-0.2859766382383069,1.7450753051158312,"(0.09810500048932123, 0.20728250942246113, 0.4884794865885955)","[0.3453629464059854, -0.8310486968265427, 0.006863962948736868]",1.062845306973629,0.04058182380932146,"(0.1686880546406141, 0.08312774752135683, -0.5327266525552138)","[-1.0622058648256314, 0.11715820282284486, 0.004309423566332565]","(0.5559336192555376, 0.6141068325601796, -0.12965421726207813)","[-1.3917091473013494, -0.4615445404304141, 0.4615445404304141]",-0.09616615812046604,-1.7747065273500933,"[-0.2221105032216053, -0.12250651411849994, 0.2607740751325571]","[-0.40864027441230344, -0.034006570750895096, 0.28365118220090835]"
277,"[-0.3919601027949493, 0.006429924922678132, 0.21076595951436014]","[-0.18202538901579857, 0.2792927348474753, 0.06482584424587781]","(-0.08412522244092947, -0.17275673176138848, 0.36473062355195895)","[0.28664682694373045, 1.0135586872725868, 0.9910445557511423]",[-0.30835194  0.39005141  0.16739418],[ 0.73199297 -0.17404364  0.20917214],"(-0.08106290446045164, -0.17655367497808677, 0.28897779231440396)","[0.18363197362287353, 0.7175486661252487, 0.5057900468523427]","(0.15432473057700793, -0.29708367676641045, 0.25050686823020835)","[-0.5776478863197696, -0.8826436753706277, 0.3440050549489353]","(0.12343803348206858, -0.3844821619529292, 0.26108703689986423)","[-0.8951885378162286, 0.10703564649018624, 0.0886380379729857]","(0.04622810387190061, -0.11450788978465665, 0.22411742730730871)","[-1.315333514261511, 0.7750411750335002, -0.9066075661557808]",-0.0165660742126075,-2.541473797780044,"(-0.02383529135773264, -0.040342268486085325, 0.24159230004139529)","[0.309631414889547, -0.21515383752360986, -0.8856443231005788]","(0.05898755351008326, 0.25780982435284366, 0.7600007113545093)","[-0.44698187728836697, -0.18832747569690614, 0.18832747569690614]",-0.28270924668799013,1.674184657303582,"(0.09633215487542272, 0.20424341017472097, 0.49058132426495654)","[0.32900502741404575, -0.8380832457634763, 0.005195741087537453]",1.04253460923091,0.0381157987728483,"(0.17458790271924196, 0.08649475941110804, -0.5098197710144065)","[-1.019983403317377, 0.11225523704303765, 0.004428363144368232]","(0.5526270438852647, 0.619868661933029, -0.12988509202048493)","[-1.43187025597382, -0.5004236782631871, 0.5004236782631871]",-0.1002163734976453,-1.7190403645659997,"[-0.23643141731573247, -0.11854813390062487, 0.2615399515696506]","[-0.4070357323143525, -0.03398595774351264, 0.288437335679569]"
278,"[-0.39271495991352423, 0.006514089921045296, 0.21187927267300108]","[-0.1811657084579853, 0.2705852936792518, 0.06431378092708873]","(-0.08522124536110445, -0.17109656552369126, 0.3610809678722762)","[0.2647207751324827, 0.8733455720112226, 0.9824590582964199]",[-0.30912371  0.38967269  0.16837323],[ 0.73019358 -0.17153819  0.20993206],"(-0.0822557013691234, -0.17467136814276207, 0.28994010037954615)","[0.18291187253813676, 0.7120251509273157, 0.5142291319147899]","(0.1557449905848359, -0.30182099119313005, 0.2507364373769026)","[-0.534886375922915, -0.868669072556757, 0.35342877113816884]","(0.12619400188282462, -0.38509911343619496, 0.2609495141646988)","[-0.8426454068307282, 0.08788855549777064, 0.10308780530684913]","(0.05235528802454851, -0.11178390640222684, 0.21545906431828893)","[-1.454116594486653, 0.7767233589777096, -1.0871856809874454]",-0.0272501102629418,-2.3944518634086904,"(-0.025203609383963616, -0.041396123001901854, 0.23574665330063857)","[0.16044358002866885, -0.24178231205796014, -1.057551238032787]","(0.056471974911614736, 0.26080858947639096, 0.7662612641580796)","[-0.47885043834404706, -0.19298075206476772, 0.19298075206476772]",-0.2792417550704813,1.601248750232598,"(0.09459808866239464, 0.20164174909669424, 0.49124199453408235)","[0.31853966899169456, -0.8499652224000092, 0.003721936849652052]",1.019382076733609,0.034055827192809654,"(0.1784815832377504, 0.08962412207823404, -0.4901407732178261)","[-0.973831732191809, 0.10469129965613433, 0.004655366882024264]","(0.5491599826259994, 0.6251053751851847, -0.1299043158460068)","[-1.4632448352116167, -0.5334517687828431, 0.5334517687828431]",-0.10407585285412564,-1.6632845259344953,"[-0.2505780612025523, -0.11396879599930179, 0.2621972195074331]","[-0.40522697370517546, -0.0339198368179765, 0.2937495873980481]"
279,"[-0.39271495991352423, 0.006514089921045296, 0.21187927267300108]","[-0.1811657084579853, 0.2705852936792518, 0.06431378092708873]","(-0.08522124536110445, -0.17109656552369126, 0.3610809678722762)","[0.2647207751324827, 0.8733455720112226, 0.9824590582964199]",[-0.3060868   0.38895091  0.1692476 ],[ 0.72875248 -0.17367986  0.21093914],"(-0.0822557013691234, -0.17467136814276207, 0.28994010037954615)","[0.18291187253813676, 0.7120251509273157, 0.5142291319147899]","(0.1557449905848359, -0.30182099119313005, 0.2507364373769026)","[-0.534886375922915, -0.868669072556757, 0.35342877113816884]","(0.12619400188282462, -0.38509911343619496, 0.2609495141646988)","[-0.8426454068307282, 0.08788855549777064, 0.10308780530684913]","(0.05235528802454851, -0.11178390640222684, 0.21545906431828893)","[-1.454116594486653, 0.7767233589777096, -1.0871856809874454]",-0.0272501102629418,-2.3944518634086904,"(-0.025203609383963616, -0.041396123001901854, 0.23574665330063857)","[0.16044358002866885, -0.24178231205796014, -1.057551238032787]","(0.056471974911614736, 0.26080858947639096, 0.7662612641580796)","[-0.47885043834404706, -0.19298075206476772, 0.19298075206476772]",-0.2792417550704813,1.601248750232598,"(0.09459808866239464, 0.20164174909669424, 0.49124199453408235)","[0.31853966899169456, -0.8499652224000092, 0.003721936849652052]",1.019382076733609,0.034055827192809654,"(0.1784815832377504, 0.08962412207823404, -0.4901407732178261)","[-0.973831732191809, 0.10469129965613433, 0.004655366882024264]","(0.5491599826259994, 0.6251053751851847, -0.1299043158460068)","[-1.4632448352116167, -0.5334517687828431, 0.5334517687828431]",-0.10407585285412564,-1.6632845259344953,"[-0.2505780612025523, -0.11396879599930179, 0.2621972195074331]","[-0.40522697370517546, -0.0339198368179765, 0.2937495873980481]"
280,"[-0.39336612131142434, 0.006654242739584815, 0.21299066817106582]","[-0.15627873549607474, 0.27012505514096347, 0.050876704085751526]","(-0.08583277271873284, -0.16771036648375776, 0.35846140742540533)","[0.10606575175212593, 0.5945151227959962, 1.3750139363109417]",[-0.30990909  0.3892884   0.16935576],[ 0.7168713  -0.16332938  0.20795902],"(-0.08292558034690534, -0.17112445624044026, 0.2907173117459494)","[0.06626452799413243, 1.1136274950977991, 0.5044874849984237]","(0.1569490348949215, -0.306710787307942, 0.25090479245223923)","[-0.4789810748252493, -0.9062438831629543, 0.3450350023147075]","(0.1304429650788456, -0.38125494899903645, 0.2600922622208338)","[-1.1355959280059738, 1.129685460454344, -0.19489797594016567]","(0.059306904695836556, -0.10721605331403443, 0.20956320014138885)","[-1.725428228566605, 1.246236000904932, -0.45733201057655887]",-0.0428805719714801,-3.5815940213776423,"(-0.03016560151209125, -0.044232063520939155, 0.23273802715452158)","[0.9980081110110357, -0.6859630153145881, -0.3817157684020278]","(0.054307991407001266, 0.26491528055681396, 0.7718256020581932)","[-0.3549254670993514, -0.4458054642650549, 0.4458054642650549]",-0.27541153936651186,1.6883025309831436,"(0.0930976773214389, 0.19829390960141016, 0.4918029708741614)","[0.2578171014870707, -1.0304596138988584, -0.004843590516221442]",0.9964315087764266,0.08252731682127061,"(0.17910997259301004, 0.0946546130091829, -0.47013571189159753)","[-0.18833525407365453, 0.5677317828159345, 0.00014765979170118125]","(0.5467409662201186, 0.6303385902216219, -0.1294818789784136)","[-1.2800871945256858, -0.5721717475316224, 0.5721717475316224]",-0.11065382407946034,-2.315722574459542,"[-0.26485587275052325, -0.10952900359421351, 0.26287335846526405]","[-0.4038704746706019, -0.033592709146637034, 0.2991842734532424]"
281,"[-0.3939438928700685, 0.006874647371818421, 0.21411536456668198]","[-0.13866517407457823, 0.2733172705532971, 0.0316162687991493]","(-0.08618384143035779, -0.16319944209403553, 0.35643274430279054)","[0.019319873863532372, 0.4313809807184949, 1.632178586500162]",[-0.31075489  0.38892267  0.17032968],[ 0.70679373 -0.14871907  0.20962285],"(-0.08331619912714024, -0.16648523317357353, 0.29144060166060015)","[0.002870995023232563, 1.3757347817489698, 0.5144888026112965]","(0.1580230459917332, -0.31168506900782594, 0.2510782288898612)","[-0.44881853989632653, -0.9256975251954033, 0.34910165060149645]","(0.13510734174418737, -0.37603602210759596, 0.25903025363530574)","[-1.2168301742101262, 1.4500621843567596, -0.2890220838044144]","(0.06647335966613821, -0.10184108103968464, 0.20550139026872177)","[-1.8223322241603095, 1.4625474184518292, -0.03965871172320597]",-0.0602733648452741,-4.004553501039015,"(-0.02663246961275646, -0.051039262321393025, 0.23164186104146564)","[-1.057252693710179, -1.6510576630100837, 0.04776033255119971]","(0.05200284547755077, 0.269382313186827, 0.7768162396326282)","[-0.3561361711023572, -0.5222220335025934, 0.5222220335025934]",-0.27148526025423225,1.7113577489775804,"(0.09159192386933142, 0.1948606529434955, 0.49235019622448284)","[0.2585436530985409, -1.051340673345207, -0.008480286897848584]",0.9732789923357028,0.034059680771305,"(0.17926777755589698, 0.09859697975285957, -0.4503330147218114)","[-0.08506305328021162, 0.3021427759869027, -0.0021500254662310575]","(0.5447494366193197, 0.6358703723410238, -0.12885103636641151)","[-1.2140603218916781, -0.6494646202766098, 0.6494646202766098]",-0.1183279541365856,-2.5788006940892774,"[-0.27923271607804456, -0.10525716965890335, 0.26354757019520636]","[-0.4026986615526722, -0.033093480583273285, 0.3052964794950315]"
282,"[-0.3944635161140122, 0.007132404100894552, 0.2152795327356351]","[-0.12470957854650644, 0.28279049615417456, 0.022651765556946354]","(-0.08607502325592728, -0.15813497905852267, 0.35521548514615203)","[-0.1229567676731115, 0.2281666675412748, 1.7480809557462236]",[-0.31164777  0.3886022   0.17131031],[ 0.70154454 -0.13969753  0.20846928],"(-0.08321511145503226, -0.16133734642409178, 0.2920958204928158)","[-0.11121827353339217, 1.4987479671537267, 0.5091167820348]","(0.1589090146070628, -0.3166039388303904, 0.2512819540399976)","[-0.40739076210452585, -0.9111070591935652, 0.35416810749925204]","(0.1396221249241216, -0.3706823484948105, 0.2579807863025687)","[-1.1827229632214502, 1.4815992920318939, -0.2961619642755733]","(0.07441252742483083, -0.09616888576242544, 0.2014865403371185)","[-2.0074347952395666, 1.5344416180230342, -0.04304000854866423]",-0.07827278165643409,-4.150143246006848,"(-0.031134576036643716, -0.05616292577318257, 0.2307599637405747)","[0.8684537964401065, -1.248832822368917, 0.11767631648528293]","(0.049338752906041, 0.27384266694068, 0.7814277247842644)","[-0.42068696219245694, -0.5143117638482749, 0.5143117638482749]",-0.2675312581161202,1.718011275177381,"(0.09001032363534876, 0.19129555230008838, 0.4928802915150239)","[0.2757693750980587, -1.0834479557298966, -0.012194902419079105]",0.9500077889761179,0.005574820244664921,"(0.17929929700497652, 0.10227172733373631, -0.43058320398764954)","[-0.06152398491554598, 0.23665910878431712, -0.0038895368945078505]","(0.5428408799596016, 0.6414957773802744, -0.12810530765534178)","[-1.2181420685011295, -0.676101887720879, 0.676101887720879]",-0.1263426097522647,-2.660526828142191,"[-0.29370886519512895, -0.10122671069357687, 0.26421847966581513]","[-0.40137671372771533, -0.03240049075003608, 0.31148184298876197]"
283,"[-0.39493188564654047, 0.007415296114153591, 0.21649754870753646]","[-0.11240868780676405, 0.2957139688617498, 0.016619297353041844]","(-0.08547955773789925, -0.15277348549428146, 0.35464828267182164)","[-0.26397591667500453, 0.06880360005354846, 1.8059436842115084]",[-0.31256759  0.38830331  0.17228673],[ 0.69855651 -0.13226364  0.20776594],"(-0.0825999619928221, -0.1559287836845684, 0.2926935005865649)","[-0.2310726922979316, 1.5624158856507915, 0.500557289582242]","(0.15962040654155576, -0.3214167782031669, 0.25153048549607665)","[-0.3704549988157447, -0.8841650502393577, 0.36063381565606933]","(0.1438624105040401, -0.3655244166314466, 0.25700941816684897)","[-1.1243652697254936, 1.4366656605564145, -0.2771350186048788]","(0.08268061089491861, -0.09039455410261857, 0.19792838491368353)","[-2.0947116300614925, 1.5669677018400807, 0.052479485683799336]",-0.096080111028754,-4.10404226068523,"(-0.03444911304333715, -0.06219916862843111, 0.2304857122220909)","[0.575753284151735, -1.4731170731095022, 0.251568236229883]","(0.04633936685352621, 0.27827821444070033, 0.785675991006389)","[-0.4797199800496841, -0.5030284267246671, 0.5030284267246671]",-0.2636797338260955,1.6934165916364092,"(0.0883356883759869, 0.18759756811656805, 0.4933936245287078)","[0.297254587016134, -1.1158796620170868, -0.01604985425560293]",0.926706277377033,-0.0016991572353329543,"(0.1792769299150795, 0.10582812359910265, -0.41085856128798537)","[-0.05461261971173153, 0.2075029340059351, -0.0054450016149664]","(0.5408729256149806, 0.6471415012282797, -0.12732055108533707)","[-1.245881872363412, -0.680264791297831, 0.680264791297831]",-0.13435315495876854,-2.6595403299401372,"[-0.30827979914926806, -0.09745351108334847, 0.26488555236685485]","[-0.39991562763406074, -0.03158246249557933, 0.3180909363053958]"
284,"[-0.3953516929009684, 0.00771588284071778, 0.21776758261265552]","[-0.10075374106275148, 0.30819827283400003, 0.01237256615983126]","(-0.0844401661920795, -0.14725036562343835, 0.35457451401530166)","[-0.38762787837811696, -0.05020236582756987, 1.8348268042940876]",[-0.31350489  0.38801925  0.17326079],[ 0.69696063 -0.12586838  0.20748024],"(-0.08151871798093996, -0.15038640368215403, 0.29324626226163003)","[-0.33984698416877324, 1.5956470130663072, 0.4915957242607851]","(0.16017085550446797, -0.3260994645968727, 0.2518311309718913)","[-0.3373748106359646, -0.8513791323094062, 0.36765477043035866]","(0.14780646164320577, -0.36063939635250414, 0.2561353783147088)","[-1.062237337438051, 1.3741946154372546, -0.2502134640361184]","(0.09098713177546801, -0.08463881677492796, 0.1954923181540648)","[-2.1244206558455008, 1.5855847846490185, 0.30799778235107306]",-0.11302340644634079,-3.896674111549288,"(-0.02979164088173242, -0.07245523783857928, 0.23140004369885298)","[-1.3544010193927953, -2.4962384963804687, 0.49809555381955517]","(0.04303557988607714, 0.28268454748904326, 0.7895745001607855)","[-0.5314097485052968, -0.49146588301648375, 0.49146588301648375]",-0.26002061524671494,1.6472392210818037,"(0.08657510564948048, 0.18379022204659365, 0.493893074435687)","[0.3173220637761454, -1.1426605794094389, -0.01982772808426035]",0.9033935939987279,-0.004380384248184627,"(0.17921703772880423, 0.10930119280821247, -0.3911527072142354)","[-0.05128291740156598, 0.18688036724560045, -0.006772013514249702]","(0.5387898882601541, 0.6527621655781618, -0.1265449444376731)","[-1.2801085485981853, -0.6703006675861436, 0.6703006675861436]",-0.1422030918525316,-2.6209943348823455,"[-0.32293964932868846, -0.09394200994415655, 0.26554856329561494]","[-0.3983547152366749, -0.030751694351713377, 0.32541300836650605]"
